index_type,num_partition,max_degree,alpha,efc,build_time,index_size,num_queries,efq,query_time,comparison,recall
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 10, 0.03556, 2857455, 0.34407
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 20, 0.0576473, 5409133, 0.85574
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 30, 0.075633, 7907005, 0.92419
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 40, 0.0982897, 10383252, 0.94931
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 50, 0.119534, 12841937, 0.96269
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 60, 0.145397, 15283969, 0.97078
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 70, 0.172719, 17723193, 0.97509
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 80, 0.20813, 20152467, 0.97856
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 90, 0.244835, 22568823, 0.98125
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 100, 0.272905, 24983283, 0.98346
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 110, 0.303402, 27384909, 0.98498
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 120, 0.347028, 29788753, 0.98656
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 130, 0.392079, 32181801, 0.98776
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 140, 0.435825, 34577942, 0.98888
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 150, 0.481923, 36967116, 0.98981
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 160, 0.52977, 39357739, 0.99052
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 170, 0.646958, 41722816, 0.99117
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 180, 0.717422, 44104852, 0.99177
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 190, 0.780171, 46482182, 0.99241
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 200, 0.758628, 48847404, 0.99264
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 210, 0.905192, 51221658, 0.99313
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 220, 0.930666, 53588144, 0.99346
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 230, 1.03597, 55945961, 0.99358
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 240, 1.08626, 58319013, 0.99385
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 250, 1.12793, 60686780, 0.99417
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 260, 1.18917, 63037441, 0.99421
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 270, 1.30662, 65384728, 0.99445
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 280, 1.38952, 67752325, 0.99486
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 290, 1.46068, 70069715, 0.9949
vamana, 1, 32, 1.2, 128, 17.9648, 28800000, 10000, 300, 1.61238, 72418221, 0.99496
