index_type,num_partition,max_degree,alpha,efc,build_time,index_size,num_queries,efq,query_time,comparison,recall
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 10, 0.0497423, 3000046, 0.1905
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 20, 0.0921328, 5760645, 0.7228
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 30, 0.128472, 8478566, 0.84226
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 40, 0.156579, 11162346, 0.88765
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 50, 0.189937, 13825014, 0.91288
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 60, 0.222904, 16469474, 0.93017
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 70, 0.255505, 19109542, 0.9414
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 80, 0.288076, 21744512, 0.95038
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 90, 0.333738, 24366274, 0.95641
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 100, 0.363399, 26976495, 0.9604
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 110, 0.40018, 29584434, 0.96464
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 120, 0.451134, 32189224, 0.96771
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 130, 0.499181, 34784333, 0.97026
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 140, 0.542136, 37389753, 0.97288
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 150, 0.598362, 39990243, 0.97476
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 160, 0.657541, 42575429, 0.97634
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 170, 0.719611, 45157099, 0.97784
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 180, 0.80016, 47740739, 0.97889
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 190, 0.841116, 50322782, 0.97975
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 200, 0.892965, 52906683, 0.98104
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 210, 0.968389, 55460140, 0.98175
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 220, 1.03082, 58033556, 0.9826
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 230, 1.11973, 60609626, 0.98357
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 240, 1.18855, 63163933, 0.9843
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 250, 1.32572, 65730222, 0.9851
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 260, 1.43346, 68275773, 0.98563
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 270, 1.54879, 70826567, 0.98611
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 280, 1.54217, 73377944, 0.98669
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 290, 1.6692, 75941731, 0.98695
vamana, 1, 32, 1.2, 128, 227.463, 288000000, 10000, 300, 1.77504, 78490507, 0.98754
