index_type,num_partition,max_degree,alpha,efc,build_time,index_size,num_queries,efq,query_time,comparison,recall
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 30, 0.125651, 8739350, 0.76623
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 40, 0.161, 11529704, 0.82717
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 50, 0.188891, 14304939, 0.86411
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 60, 0.221274, 17060338, 0.88587
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 70, 0.257803, 19807416, 0.90285
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 80, 0.299197, 22547501, 0.91507
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 90, 0.338253, 25270081, 0.92433
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 100, 0.379482, 27994369, 0.93168
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 110, 0.415685, 30709783, 0.93785
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 120, 0.462206, 33427608, 0.94304
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 130, 0.515669, 36132100, 0.94681
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 140, 0.562132, 38838559, 0.95049
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 150, 0.61194, 41537843, 0.95338
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 160, 0.663144, 44234619, 0.95616
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 170, 0.723513, 46920213, 0.95847
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 180, 0.77776, 49598939, 0.96058
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 190, 0.847647, 52288095, 0.96257
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 200, 0.914062, 54967939, 0.96427
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 210, 1.05516, 57648104, 0.96559
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 220, 1.16428, 60317641, 0.96702
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 230, 1.22732, 62993084, 0.96835
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 240, 1.2229, 65669119, 0.96929
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 250, 1.28297, 68342619, 0.97036
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 260, 1.37381, 71015572, 0.97188
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 270, 1.45507, 73677540, 0.97271
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 280, 1.66079, 76344700, 0.97366
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 290, 1.67517, 79019057, 0.97452
vamana, 1, 32, 1.2, 128, 1186.1, 3920000000, 10000, 300, 1.73075, 81682217, 0.97504
