num_queries,num_tree,query_time,recall
10000,100,1.1285744580000001,0.74293
10000,200,1.2385085100000002,0.85866
10000,300,1.0776886540000001,0.90667
10000,400,1.347412792,0.93221
10000,500,1.4369747780000002,0.94771
10000,800,1.515851979,0.96971
10000,1600,2.700084889,0.98805
