num_queries,num_tree,query_time,recall
1000,100,0.10345401400000001,0.1459
1000,200,0.18536016700000002,0.1896
1000,300,0.10585158200000001,0.2335
1000,400,0.11175841,0.2706
1000,500,0.173010189,0.3081
1000,800,0.174424259,0.4032
1000,1600,0.333628211,0.5946
