num_queries,num_tree,query_time,recall
1000,100,0.111277149,0.2253
1000,200,0.103009768,0.33
1000,300,0.10790289900000001,0.4222
1000,400,0.117935995,0.4952
1000,500,0.256397191,0.56
1000,800,0.20704534900000002,0.7129
1000,1600,0.35526052,0.8945
