num_queries,num_tree,query_time,recall
1000,100,0.40701122,0.3181
1000,200,0.42280662700000005,0.4113
1000,300,0.41910330500000004,0.4841
1000,400,0.42348213900000004,0.5344
1000,500,0.446366916,0.5692
1000,800,0.723181733,0.6502
1000,1600,1.378394088,0.756
