num_queries,num_tree,query_time,recall
10000,100,1.307132521,0.70662
10000,200,1.3051353680000002,0.83055
10000,300,1.375569907,0.88188
10000,400,1.1822650810000002,0.90958
10000,500,1.707486115,0.92729
10000,800,1.634586415,0.95466
10000,1600,2.930286408,0.97833
