index_type,num_partition,num_random_clusters,min_size_cluters,max_mst_degree,build_time,index_size,num_queries,efq1,efq2,query_time,comparison,recall
cspg,2,10,1000,5,142.28,671917848,10000,8,130,0.24009,19699936,0.99496
cspg,2,10,1000,5,142.28,671917848,10000,8,140,0.26517,20834237,0.99567
cspg,2,10,1000,5,142.28,671917848,10000,8,150,0.269896,21954148,0.99636
cspg,2,10,1000,5,142.28,671917848,10000,8,160,0.293888,23060216,0.99681
cspg,2,10,1000,5,142.28,671917848,10000,8,170,0.305883,24152532,0.99727
cspg,2,10,1000,5,142.28,671917848,10000,8,180,0.314077,25243870,0.99736
cspg,2,10,1000,5,142.28,671917848,10000,8,190,0.32279,26322466,0.99786
cspg,2,10,1000,5,142.28,671917848,10000,8,200,0.349539,27372505,0.99812
cspg,2,10,1000,5,142.28,671917848,10000,8,210,0.363094,28437398,0.99829
cspg,2,10,1000,5,142.28,671917848,10000,8,220,0.385461,29469172,0.99843
cspg,2,10,1000,5,142.28,671917848,10000,8,230,0.376033,30494252,0.9986
cspg,2,10,1000,5,142.28,671917848,10000,8,240,0.394668,31520335,0.99872
cspg,2,10,1000,5,142.28,671917848,10000,8,250,0.404363,32536849,0.99886
cspg,2,10,1000,5,142.28,671917848,10000,8,260,0.434842,33549926,0.99901
cspg,2,10,1000,5,142.28,671917848,10000,8,270,0.446151,34547326,0.99906
cspg,2,10,1000,5,142.28,671917848,10000,8,280,0.460272,35538058,0.99912
cspg,2,10,1000,5,142.28,671917848,10000,8,290,0.468163,36517891,0.99924
cspg,2,10,1000,5,142.28,671917848,10000,8,300,0.467994,37500761,0.99931
cspg,2,10,1000,5,142.28,671917848,10000,16,10,0.0665282,5217754,0.77975
cspg,2,10,1000,5,142.28,671917848,10000,16,20,0.0806773,6861714,0.89086
cspg,2,10,1000,5,142.28,671917848,10000,16,30,0.0959445,8342737,0.93604
cspg,2,10,1000,5,142.28,671917848,10000,16,40,0.110715,9710803,0.95714
cspg,2,10,1000,5,142.28,671917848,10000,16,50,0.128222,11071439,0.96954
cspg,2,10,1000,5,142.28,671917848,10000,16,60,0.142584,12380465,0.97844
cspg,2,10,1000,5,142.28,671917848,10000,16,70,0.155932,13665939,0.98288
cspg,2,10,1000,5,142.28,671917848,10000,16,80,0.197162,14915490,0.98721
cspg,2,10,1000,5,142.28,671917848,10000,16,90,0.192796,16151038,0.98975
cspg,2,10,1000,5,142.28,671917848,10000,16,100,0.211334,17364905,0.99124
cspg,2,10,1000,5,142.28,671917848,10000,16,110,0.222763,18547819,0.99334
cspg,2,10,1000,5,142.28,671917848,10000,16,120,0.262781,19733109,0.99435
cspg,2,10,1000,5,142.28,671917848,10000,16,130,0.275873,20890007,0.99478
cspg,2,10,1000,5,142.28,671917848,10000,16,140,0.294631,22043249,0.99587
cspg,2,10,1000,5,142.28,671917848,10000,16,150,0.308671,23159107,0.99644
cspg,2,10,1000,5,142.28,671917848,10000,16,160,0.297682,24276892,0.99699
cspg,2,10,1000,5,142.28,671917848,10000,16,170,0.306257,25380176,0.99734
cspg,2,10,1000,5,142.28,671917848,10000,16,180,0.322631,26471882,0.99789
cspg,2,10,1000,5,142.28,671917848,10000,16,190,0.336548,27557435,0.99805
cspg,2,10,1000,5,142.28,671917848,10000,16,200,0.343392,28626572,0.99805
cspg,2,10,1000,5,142.28,671917848,10000,16,210,0.357236,29675242,0.99834
cspg,2,10,1000,5,142.28,671917848,10000,16,220,0.371073,30726117,0.99838
cspg,2,10,1000,5,142.28,671917848,10000,16,230,0.423308,31759671,0.99851
cspg,2,10,1000,5,142.28,671917848,10000,16,240,0.399435,32790985,0.99876
cspg,2,10,1000,5,142.28,671917848,10000,16,250,0.411462,33794655,0.99872
cspg,2,10,1000,5,142.28,671917848,10000,16,260,0.427025,34805606,0.99891
cspg,2,10,1000,5,142.28,671917848,10000,16,270,0.437963,35819639,0.99907
cspg,2,10,1000,5,142.28,671917848,10000,16,280,0.471248,36805775,0.99919
cspg,2,10,1000,5,142.28,671917848,10000,16,290,0.469957,37802732,0.99926
cspg,2,10,1000,5,142.28,671917848,10000,16,300,0.491543,38781497,0.99928
