index_type,num_partition,max_degree,efc,build_time,index_size,num_queries,efq,query_time,comparison,recall,w
hnsw,1,32,128,1.37695,27254376,10000,10,0.0297537,4118879,0.82299,0.521582
hnsw,1,32,128,1.37695,27254376,10000,20,0.0423915,6081727,0.91768,0.680514
hnsw,1,32,128,1.37695,27254376,10000,30,0.0548081,7928665,0.95185,0.762048
hnsw,1,32,128,1.37695,27254376,10000,40,0.0662388,9684851,0.96762,0.811109
hnsw,1,32,128,1.37695,27254376,10000,50,0.0779851,11356317,0.97584,0.843573
hnsw,1,32,128,1.37695,27254376,10000,60,0.0877105,12960572,0.98048,0.866601
hnsw,1,32,128,1.37695,27254376,10000,70,0.0975648,14499443,0.9833,0.883763
hnsw,1,32,128,1.37695,27254376,10000,80,0.109319,15994327,0.98506,0.89704
hnsw,1,32,128,1.37695,27254376,10000,90,0.119817,17446342,0.98612,0.907595
hnsw,1,32,128,1.37695,27254376,10000,100,0.129235,18850527,0.98689,0.916204
hnsw,1,32,128,1.37695,27254376,10000,110,0.138845,20227995,0.98758,0.92335
hnsw,1,32,128,1.37695,27254376,10000,120,0.148311,21569461,0.988,0.92937
hnsw,1,32,128,1.37695,27254376,10000,130,0.156996,22881368,0.98837,0.934521
hnsw,1,32,128,1.37695,27254376,10000,140,0.169756,24166584,0.98854,0.938971
hnsw,1,32,128,1.37695,27254376,10000,150,0.180413,25421357,0.98872,0.942858
hnsw,1,32,128,1.37695,27254376,10000,160,0.187069,26652473,0.98885,0.946278
hnsw,1,32,128,1.37695,27254376,10000,170,0.197775,27860093,0.98891,0.949314
hnsw,1,32,128,1.37695,27254376,10000,180,0.205876,29047952,0.989,0.952026
hnsw,1,32,128,1.37695,27254376,10000,190,0.213093,30221802,0.98906,0.954463
hnsw,1,32,128,1.37695,27254376,10000,200,0.223384,31375622,0.98909,0.956665
hnsw,1,32,128,1.37695,27254376,10000,210,0.223342,32514910,0.98917,0.958663
hnsw,1,32,128,1.37695,27254376,10000,220,0.229265,33637173,0.98924,0.960485
hnsw,1,32,128,1.37695,27254376,10000,230,0.232661,34744462,0.98927,0.962154
hnsw,1,32,128,1.37695,27254376,10000,240,0.239357,35835928,0.98928,0.963687
hnsw,1,32,128,1.37695,27254376,10000,250,0.237124,36911857,0.98931,0.965101
hnsw,1,32,128,1.37695,27254376,10000,260,0.243615,37980263,0.98936,0.96641
hnsw,1,32,128,1.37695,27254376,10000,270,0.248444,39034798,0.98937,0.967624
hnsw,1,32,128,1.37695,27254376,10000,280,0.251032,40079102,0.9894,0.968754
hnsw,1,32,128,1.37695,27254376,10000,290,0.263372,41107708,0.98942,0.969806
hnsw,1,32,128,1.37695,27254376,10000,300,0.283797,42127521,0.98943,0.970791
