index_type,num_partition,max_degree,alpha,efc,build_time,index_size,num_queries,efq,query_time,comparison,recall,w
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 10, 0.0520916, 2860560, 0.3374, 0.26865
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 20, 0.0570217, 5412075, 0.85521, 0.60257
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 30, 0.0713802, 7913069, 0.92463, 0.73212
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 40, 0.0906352, 10394117, 0.95004, 0.79827
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 50, 0.11381, 12850889, 0.96342, 0.83835
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 60, 0.131879, 15288671, 0.97099, 0.86516
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 70, 0.15843, 17718200, 0.97578, 0.884363
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 80, 0.187842, 20144308, 0.9797, 0.898776
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 90, 0.220784, 22552473, 0.98227, 0.909989
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 100, 0.25653, 24958916, 0.98422, 0.918973
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 110, 0.285592, 27359632, 0.9857, 0.92633
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 120, 0.320375, 29757940, 0.98704, 0.932461
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 130, 0.362694, 32155208, 0.98832, 0.937647
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 140, 0.423114, 34548308, 0.9892, 0.942094
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 150, 0.493065, 36935434, 0.99, 0.94595
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 160, 0.55545, 39316803, 0.99079, 0.949324
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 170, 0.618175, 41696374, 0.99137, 0.952302
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 180, 0.645877, 44077214, 0.99184, 0.95495
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 190, 0.719512, 46457927, 0.99237, 0.957319
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 200, 0.744753, 48836806, 0.99283, 0.959451
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 210, 0.836515, 51207866, 0.99309, 0.961381
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 220, 0.86022, 53579420, 0.99332, 0.963136
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 230, 0.926725, 55947242, 0.99357, 0.964738
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 240, 1.01664, 58305424, 0.99385, 0.966207
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 250, 1.11219, 60663762, 0.99407, 0.967558
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 260, 1.22604, 63019444, 0.99433, 0.968804
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 270, 1.27525, 65379015, 0.99457, 0.96996
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 280, 1.35807, 67731864, 0.99468, 0.971033
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 290, 1.45593, 70081405, 0.99482, 0.97203
vamana, 1, 32, 1.2, 128, 17.038, 52800000, 10000, 300, 1.58172, 72429590, 0.99505, 0.972962
