index_type,num_partition,max_degree,alpha,efc,build_time,index_size,num_queries,efq,query_time,comparison,recall,w
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 10, 0.0520786, 2792403, 0.39307, 0.30255
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 20, 0.0499105, 5252550, 0.88736, 0.62795
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 30, 0.0612986, 7658026, 0.94204, 0.749817
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 40, 0.0773043, 10039873, 0.96182, 0.811828
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 50, 0.0944733, 12410679, 0.97202, 0.849282
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 60, 0.114871, 14765633, 0.97779, 0.874305
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 70, 0.138204, 17114490, 0.98178, 0.892203
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 80, 0.167582, 19457048, 0.98476, 0.905656
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 90, 0.191163, 21789474, 0.98654, 0.916123
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 100, 0.223555, 24111432, 0.98796, 0.924497
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 110, 0.255551, 26430410, 0.98912, 0.931347
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 120, 0.29643, 28735278, 0.99025, 0.937064
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 130, 0.33237, 31038851, 0.99115, 0.941898
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 140, 0.398881, 33343619, 0.99179, 0.946047
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 150, 0.448759, 35645309, 0.99239, 0.949642
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 160, 0.506206, 37941923, 0.99282, 0.952787
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 170, 0.579712, 40240020, 0.99333, 0.955564
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 180, 0.641421, 42533092, 0.99358, 0.958033
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 190, 0.715673, 44818648, 0.99401, 0.96024
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 200, 0.796477, 47103398, 0.99427, 0.962227
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 210, 0.870376, 49382785, 0.99439, 0.964025
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 220, 0.990693, 51660748, 0.99475, 0.96566
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 230, 1.03839, 53929785, 0.99489, 0.967151
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 240, 1.10644, 56197827, 0.99505, 0.96852
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 250, 1.19143, 58467171, 0.99523, 0.969778
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 260, 1.27766, 60739258, 0.99546, 0.970939
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 270, 1.42363, 63012532, 0.99565, 0.972014
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 280, 1.3396, 65279084, 0.99577, 0.973013
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 290, 1.35527, 67546750, 0.99601, 0.973943
vamana, 1, 32, 1.2, 128, 8.30828, 26400000, 10000, 300, 1.44822, 69812428, 0.99614, 0.974812
