index_type,num_partition,num_random_clusters,min_size_cluters,max_mst_degree,build_time,index_size,num_queries,efq,query_time,comparison,recall,w
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 10, 0.0220347, 1515891, 0.16158, 0.24881
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 20, 0.02673, 2867783, 0.62844, 0.552265
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 30, 0.0381586, 4160105, 0.77748, 0.693037
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 40, 0.0522455, 5427475, 0.84126, 0.767277
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 50, 0.0671136, 6679443, 0.87794, 0.812966
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 60, 0.0829504, 7920957, 0.9011, 0.843678
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 70, 0.101601, 9154867, 0.91671, 0.865759
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 80, 0.132526, 10376741, 0.92879, 0.882383
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 90, 0.155191, 11592016, 0.9379, 0.895361
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 100, 0.184014, 12810189, 0.9445, 0.905762
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 110, 0.204955, 14021288, 0.95025, 0.914278
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 120, 0.235961, 15227345, 0.95516, 0.921384
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 130, 0.274527, 16425607, 0.95922, 0.927408
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 140, 0.3207, 17622361, 0.96251, 0.932572
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 150, 0.367282, 18817425, 0.96512, 0.937055
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 160, 0.395668, 20007481, 0.96782, 0.94097
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 170, 0.433557, 21194929, 0.96994, 0.944435
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 180, 0.466972, 22379555, 0.97191, 0.947514
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 190, 0.506921, 23572260, 0.97357, 0.950271
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 200, 0.550431, 24759711, 0.97501, 0.952752
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 210, 0.607848, 25943171, 0.97644, 0.954995
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 220, 0.654319, 27118374, 0.97764, 0.957037
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 230, 0.718276, 28293600, 0.97864, 0.9589
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 240, 0.778971, 29467280, 0.97974, 0.960612
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 250, 0.85232, 30645538, 0.98073, 0.962184
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 260, 0.878407, 31814781, 0.98147, 0.963637
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 270, 0.969733, 32981894, 0.98219, 0.964981
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 280, 1.02411, 34152011, 0.98294, 0.966229
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 290, 1.09308, 35313252, 0.98371, 0.967393
hcnng, 1, 10, 1000, 5, 10.1458, 4901072, 10000, 300, 1.20356, 36473304, 0.98428, 0.968479
